Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CHECK,04/20/2026,"CHECK 1535  ",-150.00,CHECK_PAID,314.85,1535,
DEBIT,04/20/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041926 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751533408 EED:260420   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1101533408TC",-200.00,ACH_DEBIT,464.85,,
DEBIT,04/20/2026,"SP+AFF * BLEW BOUTIQU 855-423-3729 CA        04/17",-10.74,DEBIT_CARD,664.85,,
DEBIT,04/20/2026,"THE CIRCLE 732-592-5437 NJ                   04/16",-23.00,DEBIT_CARD,675.59,,
DEBIT,04/20/2026,"AMAZON MKTPL*B78FY0Q Amzn.com/bill WA        04/17",-31.98,DEBIT_CARD,698.59,,
DEBIT,04/20/2026,"BASSLINE PRODUCTIONS L 732-7193311 NJ        04/17",-14.95,DEBIT_CARD,730.57,,
DEBIT,04/20/2026,"ROCKAWAY KOSHER FAR ROCKAWAY NY              04/16",-23.00,DEBIT_CARD,745.52,,
DEBIT,04/20/2026,"AMAZON MKTPL*BY99S7J Amzn.com/bill WA        04/18",-157.16,DEBIT_CARD,768.52,,
DEBIT,04/20/2026,"AMAZON MKTPL*BS8DS7V Amzn.com/bill WA        04/17",-117.58,DEBIT_CARD,925.68,,
CREDIT,04/20/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041726 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071758960838 EED:260420   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1108960838TC",381.06,ACH_CREDIT,1043.26,,
CREDIT,04/20/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041826 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071751530582 EED:260420   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1101530582TC",593.73,ACH_CREDIT,662.20,,
DSLIP,04/20/2026,"REMOTE ONLINE DEPOSIT #          1",205.77,CHECK_DEPOSIT,68.47,1,
DSLIP,04/20/2026,"REMOTE ONLINE DEPOSIT #          1",298.32,CHECK_DEPOSIT,-137.30,1,
DSLIP,04/20/2026,"REMOTE ONLINE DEPOSIT #          1",347.32,CHECK_DEPOSIT,-435.62,1,
DEBIT,04/17/2026,"OVERDRAFT FEE FOR CHECK #1540 IN THE AMOUNT OF $358.99",-34.00,FEE_TRANSACTION,-782.94,,
DEBIT,04/17/2026,"ORIG CO NAME:ADP Tax                ORIG ID:1223006057 DESC DATE:260417 CO ENTRY DESCR:ADP Tax   SEC:CCD    TRACE#:021000024645158 EED:260417   IND ID:L9QM5 042303A01              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       AA TRN: 1074645158TC",-1181.97,ACH_DEBIT,-748.94,,
DEBIT,04/17/2026,"SP+AFF* YOUNG TIMERS B AFFIRM.COM CA         04/17",-35.24,DEBIT_CARD,433.03,,
DEBIT,04/17/2026,"Zelle payment to Veronica JPM99cdhvasn",-100.00,CHASE_TO_PARTNERFI,468.27,,
DEBIT,04/17/2026,"Zelle payment to William  Franklin JPM99cdheaid",-799.91,CHASE_TO_PARTNERFI,568.27,,
DEBIT,04/17/2026,"Zelle payment to Rudy JPM99cdhe443",-895.35,CHASE_TO_PARTNERFI,1368.18,,
DEBIT,04/17/2026,"Zelle payment to Josh Perez JPM99cdhe93x",-404.48,CHASE_TO_PARTNERFI,2263.53,,
DEBIT,04/17/2026,"Zelle payment to Cristie JPM99cdhe2t7",-523.35,CHASE_TO_PARTNERFI,2668.01,,
DEBIT,04/17/2026,"ORIG CO NAME:NEW YORK LIFE          ORIG ID:1135582869 DESC DATE:APR 26 CO ENTRY DESCR:INS. PREM.SEC:WEB    TRACE#:021000021489457 EED:260417   IND ID:14 497 892                   IND NAME:GOLDA SIEGEL                                                                                                 U.S. TRN: 1071489457TC",-142.18,ACH_DEBIT,3191.36,,
DEBIT,04/17/2026,"ORIG CO NAME:Roe Oil Company        ORIG ID:1208731395 DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:121137722072271 EED:260417   IND ID:1258                         IND NAME:Major Appliance TRN: 1072072271TC",-202.18,ACH_DEBIT,3333.54,,
DEBIT,04/17/2026,"RUSSOS PHARMACY FAR ROCKAWAY NY              04/16",-35.84,DEBIT_CARD,3535.72,,
DEBIT,04/17/2026,"AMAZON MKTPL*B70ZJ2Y Amzn.com/bill WA        04/16",-43.86,DEBIT_CARD,3571.56,,
DEBIT,04/17/2026,"ROCKAWAY KOSHER FAR ROCKAWAY NY              04/15",-26.95,DEBIT_CARD,3615.42,,
CREDIT,04/17/2026,"ORIG CO NAME:PEERLESS PREMIER       ORIG ID:1370457230 DESC DATE:       CO ENTRY DESCR:VENDOR PMTSEC:CCD    TRACE#:041000122185490 EED:260417   IND ID:MAJOR APPL                   IND NAME:MAJOR APPL-NEW             108638,108652,108688\ TRN: 1072185490TC",420.00,ACH_CREDIT,3642.37,,
CREDIT,04/17/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041626 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071750658381 EED:260417   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1070658381TC",727.28,ACH_CREDIT,3222.37,,
DSLIP,04/17/2026,"DEPOSIT  ID NUMBER 226640",2623.15,DEPOSIT,2495.09,,
CHECK,04/16/2026,"CHECK 1540  ",-358.99,CHECK_PAID,-128.06,1540,
CHECK,04/16/2026,"CHECK 1536  ",-340.00,CHECK_PAID,230.93,1536,
CHECK,04/16/2026,"CHECK 1746  ",-72.14,CHECK_PAID,570.93,1746,
DEBIT,04/16/2026,"ORIG CO NAME:NEW YORK LIFE          ORIG ID:1135582869 DESC DATE:APR 26 CO ENTRY DESCR:INS. PREM.SEC:WEB    TRACE#:021000020976210 EED:260416   IND ID:14 498 036                   IND NAME:GOLDA SIEGEL-SHANET                                                                                          U.S. TRN: 1060976210TC",-31.93,ACH_DEBIT,643.07,,
DEBIT,04/16/2026,"ORIG CO NAME:NEW YORK LIFE          ORIG ID:1135582869 DESC DATE:APR 26 CO ENTRY DESCR:INS. PREM.SEC:WEB    TRACE#:021000020976211 EED:260416   IND ID:14 498 036                   IND NAME:GOLDA SIEGEL-SHANET                                                                                          U.S. TRN: 1060976211TC",-137.34,ACH_DEBIT,675.00,,
DEBIT,04/16/2026,"ORIG CO NAME:IRS                    ORIG ID:3387702000 DESC DATE:041626 CO ENTRY DESCR:USATAXPYMTSEC:WEB    TRACE#:061036012769654 EED:260416   IND ID:240650670241847              IND NAME:PAUL SHANET TRN: 1062769654TC",-440.00,ACH_DEBIT,812.34,,
DEBIT,04/16/2026,"SP ZUBII KIDS ZUBIIKIDS.COM NY               04/15",-67.00,DEBIT_CARD,1252.34,,
DEBIT,04/16/2026,"ENCOMPASS PARTS ENCOMPASS.COM GA             04/15",-124.26,DEBIT_CARD,1319.34,,
DEBIT,04/16/2026,"AMAZON MKTPL*B72GG4U Amzn.com/bill WA        04/16",-37.00,DEBIT_CARD,1443.60,,
DEBIT,04/16/2026,"AMAZON MKTPL*B74OB7K Amzn.com/bill WA        04/15",-55.00,DEBIT_CARD,1480.60,,
DEBIT,04/16/2026,"AMAZON MKTPL*B70LH8I Amzn.com/bill WA        04/16",-221.76,DEBIT_CARD,1535.60,,
DEBIT,04/16/2026,"AMAZON MKTPL*B79JN01 Amzn.com/bill WA        04/15",-49.99,DEBIT_CARD,1757.36,,
DEBIT,04/16/2026,"AMAZON MKTPL*B71VW11 Amzn.com/bill WA        04/15",-26.30,DEBIT_CARD,1807.35,,
DEBIT,04/16/2026,"Walkabout Software 513-2441600 OH            04/15",-392.00,DEBIT_CARD,1833.65,,
DEBIT,04/16/2026,"JUDAICA PLUS 516-295-4343 NY                 04/14",-43.43,DEBIT_CARD,2225.65,,
DEBIT,04/16/2026,"GOURMET GLATT - CEDARHU CEDARHURST NY        04/14",-90.97,DEBIT_CARD,2269.08,,
CREDIT,04/16/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041526 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071757267005 EED:260416   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1067267005TC",481.85,ACH_CREDIT,2360.05,,
DSLIP,04/16/2026,"REMOTE ONLINE DEPOSIT #          1",151.34,CHECK_DEPOSIT,1878.20,1,
DEBIT,04/16/2026,"SP ZUBII KIDS MONSEY NY                      04/15",45.90,DEBIT_CARD,1726.86,,
CHECK,04/15/2026,"CHECK 1427  ",-186.49,CHECK_PAID,1680.96,1427,
CHECK,04/15/2026,"CHECK 1541  ",-500.00,CHECK_PAID,1867.45,1541,
CHECK,04/15/2026,"CHECK 1252  ",-130.00,CHECK_PAID,2367.45,1252,
CHECK,04/15/2026,"CHECK 1235  ",-170.00,CHECK_PAID,2497.45,1235,
DEBIT,04/15/2026,"ORIG CO NAME:ADP PAY-BY-PAY         ORIG ID:9555555505 DESC DATE:260415 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD    TRACE#:021000028485771 EED:260415   IND ID:934041317078QM5              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       304287687 TRN: 1058485771TC",-205.13,ACH_DEBIT,2667.45,,
DEBIT,04/15/2026,"ORIG CO NAME:Yeshiva Darchei        ORIG ID:9001723462 DESC DATE:041526 CO ENTRY DESCR:WEB PMTS  SEC:WEB    TRACE#:111924686868759 EED:260415   IND ID:3J8V6S                       IND NAME:Golda Siegel                                                                                                 718-868-2300 ext 0 TRN: 1056868759TC",-2008.33,ACH_DEBIT,2872.58,,
DEBIT,04/15/2026,"WWW COSTCO COM 800-955-2292 WA               04/14",-36.68,DEBIT_CARD,4880.91,,
DEBIT,04/15/2026,"AMAZON MKTPL*B70777D Amzn.com/bill WA        04/15",-30.39,DEBIT_CARD,4917.59,,
DEBIT,04/15/2026,"CIMATO & SONS NURSERY INWOOD NY              04/14",-34.76,DEBIT_CARD,4947.98,,
DEBIT,04/15/2026,"AMAZON MKTPL*BY75V7Y Amzn.com/bill WA        04/14",-17.41,DEBIT_CARD,4982.74,,
DEBIT,04/15/2026,"AMAZON MKTPL*B75CD5D Amzn.com/bill WA        04/15",-75.00,DEBIT_CARD,5000.15,,
DEBIT,04/15/2026,"AMAZON MKTPL*B70GN4A Amzn.com/bill WA        04/14",-6.19,DEBIT_CARD,5075.15,,
DEBIT,04/15/2026,"DSW. 866-3797463 OH                          04/14",-68.91,DEBIT_CARD,5081.34,,
CREDIT,04/15/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041426 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071750051028 EED:260415   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1050051028TC",746.14,ACH_CREDIT,5150.25,,
CREDIT,04/15/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260415 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000018387067 EED:260415   IND ID:2005301                      IND NAME:majorapplian.receivabl TRN: 1058387067TC",1550.00,MISC_CREDIT,4404.11,,
CREDIT,04/15/2026,"REAL TIME TRANSFER RECD FROM ABA/CONTR BNK-021000021  FROM: GE Appliances REF: 5264007253_135252272 INFO: TEXT-RmtInf-5264007253 IID: 20260415021000021P1BRJPC08880000352 RECD: 06:04:38 TRN: 0255762105GA BREF: 0b8c8ca8f1b205e6",788.00,MISC_CREDIT,2854.11,,
DEBIT,04/14/2026,"Zelle payment to Mike JPM99cd44nes",-90.00,CHASE_TO_PARTNERFI,2066.11,,
DEBIT,04/14/2026,"THE CLOSEOUT CONNECTIO CEDARHURST NY 631709  04/14",-76.46,DEBIT_CARD,2156.11,,
CHECK,04/14/2026,"CHECK 1537  ",-321.00,CHECK_PAID,2232.57,1537,
DEBIT,04/14/2026,"SUNOCO 0998194501 INWOOD NY          422902  04/14",-51.15,DEBIT_CARD,2553.57,,
DEBIT,04/14/2026,"SP+AFF * ELYS CO. 855-423-3729 CA            04/14",-39.25,DEBIT_CARD,2604.72,,
DEBIT,04/14/2026,"ORIG CO NAME:AFFIRM.COM PAYME       ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:AFFIRM.COMSEC:WEB    TRACE#:091000019396768 EED:260414   IND ID:ST-Q8N2F8J8A3S3              IND NAME:GOLDA SIEGEL TRN: 1049396768TC",-10.11,ACH_DEBIT,2643.97,,
DEBIT,04/14/2026,"ORIG CO NAME:MARCONE                ORIG ID:2430728583 DESC DATE:041326 CO ENTRY DESCR:PAYMENT   SEC:PPD    TRACE#:071000288983300 EED:260414   IND ID:                             IND NAME:MAJOR APPLIANCE SERVI TRN: 1048983300TC",-534.17,ACH_DEBIT,2654.08,,
DEBIT,04/14/2026,"ORIG CO NAME:BAISYAAKOVATERES       ORIG ID:3383693141 DESC DATE:260413 CO ENTRY DESCR:PURCHASE  SEC:PPD    TRACE#:091000018912286 EED:260414   IND ID:                             IND NAME:SHANET TRN: 1048912286TC",-771.00,ACH_DEBIT,3188.25,,
DEBIT,04/14/2026,"Afterpay 044-4123456 CA                      04/14",-27.25,DEBIT_CARD,3959.25,,
DEBIT,04/14/2026,"Klarna*Old Navy Columbus OH                  04/14",-67.86,DEBIT_CARD,3986.50,,
DEBIT,04/14/2026,"Amazon.com*BY0EK3982 Amzn.com/bill WA        04/14",-26.10,DEBIT_CARD,4054.36,,
DEBIT,04/14/2026,"Amazon.com*BY7EA39C2 Amzn.com/bill WA        04/14",-36.19,DEBIT_CARD,4080.46,,
DEBIT,04/14/2026,"AMAZON MKTPL*B701V55 Amzn.com/bill WA        04/14",-26.85,DEBIT_CARD,4116.65,,
DEBIT,04/14/2026,"Amazon.com*B79TV23W0 Amzn.com/bill WA        04/14",-39.02,DEBIT_CARD,4143.50,,
DEBIT,04/14/2026,"Amazon.com*BY4KS8UQ2 Amzn.com/bill WA        04/14",-13.05,DEBIT_CARD,4182.52,,
DEBIT,04/14/2026,"SP DRESS BLANK LLC DRESSBLANK.CO NJ          04/13",-170.48,DEBIT_CARD,4195.57,,
DEBIT,04/14/2026,"WWW COSTCO COM 800-955-2292 WA               04/14",-82.73,DEBIT_CARD,4366.05,,
DEBIT,04/14/2026,"KHAL CHASSIDIM OF BAYSW QUEENS NY            04/13",-200.00,DEBIT_CARD,4448.78,,
DEBIT,04/14/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            04/12",-377.81,DEBIT_CARD,4648.78,,
DEBIT,04/14/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            04/12",-379.85,DEBIT_CARD,5026.59,,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",112.07,CHECK_DEPOSIT,5406.44,1,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",126.37,CHECK_DEPOSIT,5294.37,1,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",209.80,CHECK_DEPOSIT,5168.00,1,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",236.59,CHECK_DEPOSIT,4958.20,1,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",247.92,CHECK_DEPOSIT,4721.61,1,
DSLIP,04/14/2026,"REMOTE ONLINE DEPOSIT #          1",279.58,CHECK_DEPOSIT,4473.69,1,
CHECK,04/13/2026,"CHECK 1150  ",-100.00,CHECK_PAID,4194.11,1150,
CHECK,04/13/2026,"CHECK 1237  ",-450.00,CHECK_PAID,4294.11,1237,
CHECK,04/13/2026,"CHECK 1324  ",-100.00,CHECK_PAID,4744.11,1324,
DEBIT,04/13/2026,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:2005032111 DESC DATE:260413 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000020655040 EED:260413   IND ID:W8124                        IND NAME:MAJOR APPLIANCE                                                                                              ER AM TRN: 1030655040TC",-600.00,ACH_DEBIT,4844.11,,
CHECK,04/13/2026,"CHECK 1323  04/13",-100.00,CHECK_PAID,5444.11,1323,
DEBIT,04/13/2026,"Zelle payment to Zlata JPM99cczhekb",-100.00,CHASE_TO_PARTNERFI,5544.11,,
CHECK,04/13/2026,"CHECK 1539  ",-500.00,CHECK_PAID,5644.11,1539,
CHECK,04/13/2026,"CHECK 1534  ",-734.00,CHECK_PAID,6144.11,1534,
CHECK,04/13/2026,"CHECK 1538  ",-650.00,CHECK_PAID,6878.11,1538,
DEBIT,04/13/2026,"AMAZON MKTPL*B72XB9P Amzn.com/bill WA        04/13",-8.69,DEBIT_CARD,7528.11,,
DEBIT,04/13/2026,"AMAZON MKTPL*BY4BH8S Amzn.com/bill WA        04/13",-195.95,DEBIT_CARD,7536.80,,
DEBIT,04/13/2026,"AMAZON MKTPL*BY73I8D Amzn.com/bill WA        04/13",-42.74,DEBIT_CARD,7732.75,,
DEBIT,04/13/2026,"SP ZUBII KIDS ZUBIIKIDS.COM NY               04/13",-41.00,DEBIT_CARD,7775.49,,
DEBIT,04/13/2026,"TST*SUSHI TAEEM Brooklyn NY                  04/12",-65.73,DEBIT_CARD,7816.49,,
DEBIT,04/13/2026,"TST* CAFE ROSE BROOKLYN BROOKLYN NY          04/13",-64.79,DEBIT_CARD,7882.22,,
DEBIT,04/13/2026,"LOWE'S #2284 BROOKLYN NY             669152  04/12",-114.72,DEBIT_CARD,7947.01,,
DEBIT,04/13/2026,"H&M FASHION USA INC SECAUCUS NJ      088246  04/11",-59.97,DEBIT_CARD,8061.73,,
DEBIT,04/13/2026,"IC* INSTACART INSTACART.COM CA               04/12",-22.27,DEBIT_CARD,8121.70,,
DEBIT,04/13/2026,"IC* INSTACART INSTACART.COM CA               04/12",-26.57,DEBIT_CARD,8143.97,,
DEBIT,04/13/2026,"Amazon.com*BC9UD1UC0 Amzn.com/bill WA        04/12",-59.10,DEBIT_CARD,8170.54,,
DEBIT,04/13/2026,"BONEI OLAM VZAKEINI 718-252-1212 NY          04/10",-7.25,DEBIT_CARD,8229.64,,
DEBIT,04/13/2026,"AMAZON MKTPL*BY3G19X Amzn.com/bill WA        04/11",-28.79,DEBIT_CARD,8236.89,,
DEBIT,04/13/2026,"SP+AFF * YOUNG TIMERS 855-423-3729 CA        04/10",-40.24,DEBIT_CARD,8265.68,,
DEBIT,04/13/2026,"EAST 4 NAIL SALON CEDARHURST NY              04/10",-26.00,DEBIT_CARD,8305.92,,
DEBIT,04/13/2026,"PIZZALE CEDARHURST NY                        04/10",-40.14,DEBIT_CARD,8331.92,,
DEBIT,04/13/2026,"AMAZON MKTPL*B72AR7F Amzn.com/bill WA        04/10",-13.76,DEBIT_CARD,8372.06,,
DEBIT,04/13/2026,"PAYPAL *MCCOMBS MCCOM 800-732-0499 PA        04/12",-236.47,DEBIT_CARD,8385.82,,
DEBIT,04/13/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            04/10",-202.04,DEBIT_CARD,8622.29,,
DEBIT,04/13/2026,"Amazon.com*B753Z4FY1 Amzn.com/bill WA        04/10",-38.80,DEBIT_CARD,8824.33,,
DEBIT,04/13/2026,"Amazon.com*BC62658B0 Amzn.com/bill WA        04/10",-27.15,DEBIT_CARD,8863.13,,
DEBIT,04/13/2026,"Amazon.com*BC8S398J0 Amzn.com/bill WA        04/10",-16.65,DEBIT_CARD,8890.28,,
DEBIT,04/13/2026,"BASSLINE PRODUCTIONS L 732-7193311 NJ        04/10",-14.95,DEBIT_CARD,8906.93,,
CREDIT,04/13/2026,"ORIG CO NAME:SERVICEPOWER           ORIG ID:7522160760 DESC DATE:041026 CO ENTRY DESCR:I600040226SEC:PPD    TRACE#:091000010340867 EED:260413   IND ID:                             IND NAME:MAJOR APPLIANCE REPAIR TRN: 1030340867TC",480.50,ACH_CREDIT,8921.88,,
CREDIT,04/13/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041126 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071758734084 EED:260413   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1038734084TC",1169.87,ACH_CREDIT,8441.38,,
CREDIT,04/13/2026,"ORIG CO NAME:PCRichard PMD          ORIG ID:7010532275 DESC DATE:260413 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:051000014938684 EED:260413   IND ID:2005230                      IND NAME:majorapplian.receivabl TRN: 1034938684TC",1257.00,MISC_CREDIT,7271.51,,
CREDIT,04/13/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:041026 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071755891988 EED:260413   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 1035891988TC",1528.92,ACH_CREDIT,6014.51,,
DSLIP,04/13/2026,"REMOTE ONLINE DEPOSIT #          1",214.00,CHECK_DEPOSIT,4485.59,1,
DSLIP,04/13/2026,"REMOTE ONLINE DEPOSIT #          1",396.31,CHECK_DEPOSIT,4271.59,1,
DEBIT,04/10/2026,"ORIG CO NAME:ADP Tax                ORIG ID:1223006057 DESC DATE:260410 CO ENTRY DESCR:ADP Tax   SEC:CCD    TRACE#:021000024715961 EED:260410   IND ID:L9QM5 041602A01              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       AA TRN: 1004715961TC",-1363.18,ACH_DEBIT,3875.28,,
DEBIT,04/10/2026,"Zelle payment to Malka JPM99cclw8tw",-211.00,CHASE_TO_PARTNERFI,5238.46,,
DEBIT,04/10/2026,"Zelle payment to Veronica JPM99cclw3hu",-100.00,CHASE_TO_PARTNERFI,5449.46,,
DEBIT,04/10/2026,"Zelle payment to Cristie JPM99ccky554",-483.92,CHASE_TO_PARTNERFI,5549.46,,
DEBIT,04/10/2026,"Zelle payment to Josh Perez JPM99cckxopr",-472.26,CHASE_TO_PARTNERFI,6033.38,,
DEBIT,04/10/2026,"Zelle payment to Rudy JPM99cckxz07",-863.18,CHASE_TO_PARTNERFI,6505.64,,
DEBIT,04/10/2026,"Zelle payment to William  Franklin JPM99cckxmtu",-833.34,CHASE_TO_PARTNERFI,7368.82,,
DEBIT,04/10/2026,"ORIG CO NAME:Roe Oil Company        ORIG ID:1208731395 DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:121137727032810 EED:260410   IND ID:1258                         IND NAME:Major Appliance TRN: 1007032810TC",-191.84,ACH_DEBIT,8202.16,,
DEBIT,04/10/2026,"IC* INSTACART*1102 INSTACART.COM CA          04/10",-0.82,DEBIT_CARD,8394.00,,
DEBIT,04/10/2026,"IC* INSTACART*1102 INSTACART.COM CA          04/10",-41.92,DEBIT_CARD,8394.82,,
DEBIT,04/10/2026,"Amazon.com*BY5AK0E62 Amzn.com/bill WA        04/10",-27.22,DEBIT_CARD,8436.74,,
DEBIT,04/10/2026,"AMAZON MKTPL*BC4WF4B Amzn.com/bill WA        04/10",-34.84,DEBIT_CARD,8463.96,,
DEBIT,04/10/2026,"Amazon.com*BC86O3B50 Amzn.com/bill WA        04/10",-13.59,DEBIT_CARD,8498.80,,
CREDIT,04/10/2026,"ORIG CO NAME:PEERLESS PREMIER       ORIG ID:1370457230 DESC DATE:       CO ENTRY DESCR:VENDOR PMTSEC:CCD    TRACE#:041000124216383 EED:260410   IND ID:MAJOR APPL                   IND NAME:MAJOR APPL-NEW             104495,106504,108523,108573,108616\ TRN: 1004216383TC",730.00,ACH_CREDIT,8512.39,,
DEBIT,04/09/2026,"ORIG CO NAME:ADP Tax                ORIG ID:1223006057 DESC DATE:260409 CO ENTRY DESCR:ADP Tax   SEC:CCD    TRACE#:021000026607104 EED:260409   IND ID:L9QM5 7388987VV              IND NAME:MAJOR APPLIANCE SERVIC                                                                                       AA TRN: 0996607104TC",-0.03,ACH_DEBIT,7782.39,,
DEBIT,04/09/2026,"WEBSPRING LONDON                             04/09",-1100.00,DEBIT_CARD,7782.42,,
DEBIT,04/09/2026,"E-Z*PASSNY REBILL 800-333-8655 NY            04/09",-200.00,DEBIT_CARD,8882.42,,
DEBIT,04/09/2026,"BONEI OLAM VZAKEINI 718-252-1212 NY          04/07",-7.25,DEBIT_CARD,9082.42,,
DEBIT,04/09/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            04/07",-85.27,DEBIT_CARD,9089.67,,
DEBIT,04/09/2026,"WALMART.COM 800-925-6278 AR                  04/08",-11.11,DEBIT_CARD,9174.94,,
CREDIT,04/09/2026,"ORIG CO NAME:MERCH BANKCARD         ORIG ID:1470770502 DESC DATE:040826 CO ENTRY DESCR:NET SETLMTSEC:CCD    TRACE#:242071755000786 EED:260409   IND ID:520004810165                 IND NAME:MAJOR APPLIANCE SERVIC        MERCH BANKCARD  NET SETLMT   520 004810165     MAJOR APPLIANCE SERVI ICE CBC   MAJOR APPLIANCE SERV TRN: 0995000786TC",116.50,ACH_CREDIT,9186.05,,
CREDIT,04/09/2026,"REAL TIME TRANSFER RECD FROM ABA/CONTR BNK-021000021  FROM: GE Appliances REF: 5264006632_134733820 INFO: TEXT-RmtInf-5264006632 IID: 20260409021000021P1BRJPC06210000470 RECD: 06:03:44 TRN: 0013732099GD BREF: 0b84d2eaec28b06f",585.00,MISC_CREDIT,9069.55,,
DEBIT,04/08/2026,"ORIG CO NAME:MIDWEST LOAN           ORIG ID:2383024363 DESC DATE:040126 CO ENTRY DESCR:RETRY PYMTSEC:WEB    TRACE#:072413728082541 EED:260408   IND ID:5000070887                   IND NAME:PAUL SHANET                                                                                                  ACH PROCESSING TRN: 0988082541TC",-3886.00,ACH_DEBIT,8484.55,,
DEBIT,04/08/2026,"ORIG CO NAME:FOURLEAF FCU ECM       ORIG ID:1751553739 DESC DATE:260407 CO ENTRY DESCR:LOAN PAY  SEC:TEL    TRACE#:091000015391455 EED:260408   IND ID:33104586                     IND NAME:Paul Shanet TRN: 0985391455TC",-800.00,ACH_DEBIT,12370.55,,
DEBIT,04/08/2026,"KLARNA* ADIDAS KLARNA.COM OH                 04/08",-34.50,DEBIT_CARD,13170.55,,
DEBIT,04/08/2026,"ROCKAWAY KOSHER FAR ROCKAWAY NY              04/06",-61.17,DEBIT_CARD,13205.05,,
DEBIT,04/08/2026,"BINGO WHOLESALE FIVE TO INWOOD NY            04/06",-498.99,DEBIT_CARD,13266.22,,
